Post,Comment,Sentiment,Intent,Similarity,Cluster_KMeans
post_149,comment_15,0,Forward,0.0614515393972396,4
post_149,comment_16,-1,Forward,0.0999222695827484,4
post_149,comment_17,0,Forward,0.0614515356719493,4
post_150,comment_01,0,Inquiry,0.2430683672428131,5
post_151,comment_01,-1,Inquiry,0.2137189358472824,5
post_151,comment_02,1,Statement,0.1229194402694702,0
post_152,comment_01,1,Criticism,0.2838220000267029,0
post_152,comment_02,0,Statement,0.2612587511539459,3
post_152,comment_03,1,Statement,0.5637295842170715,0
post_153,comment_01,1,Inquiry,0.2976315021514892,5
post_153,comment_02,1,Inquiry,0.3426317274570465,5
post_153,comment_03,1,Forward,0.2671701312065124,4
post_153,comment_04,0,Inquiry,0.3071387410163879,5
post_154,comment_01,-1,Inquiry,0.2682453393936157,5
post_154,comment_02,1,Criticism,0.4315565824508667,1
post_155,comment_01,-1,Criticism,0.1715299934148788,1
post_155,comment_02,0,Criticism,0.4074413180351257,1
post_155,comment_03,-1,Criticism,0.4212007522583008,1
post_155,comment_04,1,Criticism,0.2108856439590454,1
post_156,comment_01,-1,Criticism,0.4682902991771698,1
post_156,comment_02,0,Statement,0.299559623003006,3
post_156,comment_03,-1,Statement,0.2413411736488342,3
post_156,comment_04,1,Statement,-0.0379541292786598,0
post_156,comment_05,0,Statement,0.0091249905526638,3
post_157,comment_01,-1,Statement,0.4840685725212097,1
post_158,comment_01,0,Statement,0.1621655523777008,3
post_159,comment_01,0,Inquiry,0.6674891114234924,5
post_159,comment_02,0,Forward,0.0301507487893104,4
post_159,comment_03,0,Forward,0.0301507487893104,4
post_159,comment_04,0,Forward,0.1101674139499664,4
post_159,comment_05,-1,Inquiry,0.6790993213653564,5
post_160,comment_01,0,Criticism,0.3552409410476684,0
post_161,comment_01,-1,Statement,0.4448103308677673,3
post_161,comment_02,-1,Forward,0.3691783845424652,1
post_161,comment_03,-1,Statement,0.2522098422050476,3
post_161,comment_04,0,Inquiry,0.6003659963607788,5
post_161,comment_05,0,Forward,0.0327273122966289,5
post_161,comment_06,0,Criticism,0.2025697529315948,1
post_162,comment_01,1,Statement,0.1872419714927673,0
post_162,comment_02,1,Appreciation,0.4588930010795593,2
post_162,comment_03,1,Appreciation,0.4033496379852295,2
post_162,comment_04,1,Appreciation,0.3410007953643799,2
post_163,comment_01,-1,Inquiry,0.6171164512634277,5
post_164,comment_01,0,Inquiry,0.0983773618936538,5
post_164,comment_02,-1,Criticism,0.5422927141189575,1
post_164,comment_03,-1,Statement,0.1326380670070648,3
post_164,comment_04,0,Statement,0.0284887608140707,3
post_165,comment_01,0,Inquiry,0.6038014888763428,5
post_165,comment_02,0,Forward,0.0824367105960846,4
post_165,comment_03,1,Statement,0.1953906863927841,0
post_165,comment_04,1,Statement,0.0688166916370391,0
post_166,comment_01,0,Criticism,0.1444683670997619,1
post_166,comment_02,0,Inquiry,0.2583710551261902,5
post_166,comment_03,-1,Criticism,0.3230943083763122,1
post_166,comment_04,-1,Criticism,0.5214327573776245,1
post_166,comment_05,-1,Inquiry,0.3112081885337829,5
post_166,comment_06,-1,Criticism,0.2003532350063324,1
post_166,comment_07,0,Criticism,0.1081155240535736,1
post_166,comment_08,0,Statement,0.3208925426006317,0
post_166,comment_09,-1,Criticism,0.2987803220748901,1
post_167,comment_01,-1,Inquiry,0.5610748529434204,5
post_168,comment_01,1,Criticism,0.1937769055366516,0
post_168,comment_02,0,Inquiry,0.4957532882690429,5
post_168,comment_03,1,Appreciation,0.7259888648986816,2
post_168,comment_04,1,Statement,0.1736709326505661,0
post_168,comment_05,0,Criticism,0.3372134268283844,1
post_169,comment_01,-1,Inquiry,0.1812054961919784,5
post_169,comment_02,-1,Criticism,0.2724195122718811,1
post_169,comment_03,-1,Criticism,0.2911920845508575,1
post_169,comment_04,-1,Statement,0.1068811416625976,3
post_169,comment_05,-1,Criticism,0.290006935596466,1
post_169,comment_06,-1,Criticism,0.3985134959220886,1
post_169,comment_07,0,Inquiry,0.5434884428977966,5
post_169,comment_08,-1,Statement,0.1443680822849273,3
post_169,comment_09,0,Criticism,0.3098956942558288,1
post_169,comment_10,-1,Criticism,0.1377747654914856,1
post_169,comment_11,0,Inquiry,0.448911964893341,5
post_169,comment_12,0,Inquiry,0.4609071016311645,5
post_169,comment_13,0,Forward,0.1486770957708358,4
post_169,comment_14,0,Forward,0.1054654046893119,4
post_170,comment_01,-1,Criticism,0.6505112648010254,1
post_171,comment_01,0,Inquiry,0.4914867877960205,5
post_171,comment_02,-1,Inquiry,0.2023804485797882,5
post_172,comment_01,0,Inquiry,0.3078094124794006,5
post_173,comment_01,0,Criticism,0.1584157645702362,1
post_173,comment_02,1,Statement,0.4165030717849731,0
post_173,comment_03,0,Forward,0.1321897953748703,5
post_174,comment_01,0,Forward,0.0343838259577751,4
post_175,comment_01,0,Forward,0.0474803857505321,4
post_175,comment_02,0,Forward,0.0474803857505321,4
post_175,comment_03,-1,Criticism,0.2310077100992202,1
post_175,comment_04,-1,Inquiry,0.0053780749440193,5
post_175,comment_05,0,Statement,0.0893873125314712,3
post_175,comment_06,0,Forward,-0.0047629550099372,5
post_175,comment_07,1,Criticism,0.3711073994636535,0
post_175,comment_08,-1,Criticism,0.2669610977172851,1
post_175,comment_09,0,Forward,0.0630447715520858,4
post_175,comment_10,0,Statement,0.0421522594988346,3
post_175,comment_11,0,Forward,0.0474803857505321,4
post_175,comment_12,0,Forward,0.4485075771808624,4
post_175,comment_13,0,Forward,0.0474803857505321,4
post_175,comment_14,0,Forward,0.0474803857505321,4
post_175,comment_15,0,Forward,0.0474803857505321,4
post_175,comment_16,0,Forward,0.0474803857505321,4
post_175,comment_17,-1,Forward,0.0891290605068206,4
post_175,comment_18,-1,Statement,0.4850046038627624,3
post_175,comment_19,-1,Inquiry,0.366510808467865,5
post_175,comment_20,0,Forward,0.0701268687844276,4
post_175,comment_21,0,Forward,0.0474803857505321,4
post_175,comment_22,0,Forward,0.0474803857505321,4
post_175,comment_23,0,Forward,0.0474803857505321,4
post_175,comment_24,0,Forward,0.0474803857505321,4
post_175,comment_25,0,Statement,0.0382301844656467,3
post_175,comment_26,0,Forward,0.0474803857505321,4
post_176,comment_01,0,Inquiry,0.225373774766922,5
post_176,comment_02,0,Forward,0.1208162158727645,4
post_177,comment_01,1,Statement,0.3361626267433166,0
post_178,comment_01,1,Appreciation,0.3800618648529053,2
post_178,comment_02,0,Forward,0.2820139527320862,4
post_179,comment_01,0,Inquiry,0.4261247515678406,5
post_180,comment_01,-1,Statement,0.1501258909702301,3
post_180,comment_02,-1,Criticism,0.1257868558168411,1
post_180,comment_03,-1,Statement,0.2039579451084137,3
post_180,comment_04,-1,Inquiry,0.1775256395339965,5
post_180,comment_05,1,Appreciation,0.2971510887145996,2
post_180,comment_06,1,Statement,0.2749037146568298,0
post_180,comment_07,0,Inquiry,0.3504166603088379,5
post_181,comment_01,1,Statement,0.4602404236793518,0
post_182,comment_01,1,Appreciation,0.134160503745079,2
post_183,comment_01,-1,Inquiry,0.3025835752487182,5
post_183,comment_02,1,Appreciation,0.1865889728069305,2
post_184,comment_01,0,Criticism,0.1887106001377105,1
post_184,comment_02,-1,Criticism,0.0901676714420318,1
post_185,comment_01,-1,Statement,0.2865892350673675,3
post_186,comment_01,0,Inquiry,0.1238073259592056,5
post_186,comment_02,1,Statement,0.4166019558906555,0
post_186,comment_03,1,Statement,0.1899510622024536,0
post_187,comment_01,1,Forward,0.3522436022758484,4
post_187,comment_02,0,Forward,0.1073370575904846,4
post_187,comment_03,-1,Statement,0.3705475330352783,3
post_188,comment_01,1,Appreciation,0.4903763830661773,2
post_189,comment_01,0,Forward,0.0155765544623136,4
post_189,comment_02,0,Forward,0.1041491329669952,4
post_190,comment_01,1,Statement,0.4726555347442627,0
post_190,comment_02,-1,Inquiry,0.5468165874481201,5
post_191,comment_01,-1,Criticism,0.3231692314147949,1
post_191,comment_02,-1,Criticism,0.1465522944927215,1
post_191,comment_03,0,Statement,0.5086808800697327,0
post_191,comment_04,0,Criticism,0.0697015076875686,3
post_191,comment_05,-1,Criticism,0.2353774011135101,1
post_192,comment_01,0,Inquiry,0.3760319352149963,5
post_193,comment_01,-1,Inquiry,0.5829237699508667,5
post_193,comment_02,-1,Criticism,0.3635632395744324,1
post_193,comment_03,-1,Criticism,0.097011998295784,1
post_193,comment_04,0,Statement,0.3803977370262146,0
post_193,comment_05,1,Criticism,0.5983291268348694,0
post_193,comment_06,-1,Criticism,0.5095025300979614,1
post_194,comment_01,-1,Inquiry,0.5575645565986633,5
post_194,comment_02,1,Statement,0.1604354381561279,0
post_195,comment_01,-1,Statement,-0.0008061258122324,3
post_196,comment_01,0,Criticism,0.4059240818023681,1
post_196,comment_02,0,Statement,0.1010579913854599,3
post_196,comment_03,0,Statement,0.2196246981620788,3
post_196,comment_04,1,Appreciation,0.2328363209962844,2
post_196,comment_05,-1,Statement,0.5391277074813843,3
post_196,comment_06,1,Statement,0.5933797359466553,0
post_197,comment_01,0,Statement,0.5651751160621643,0
post_197,comment_02,0,Inquiry,0.5839982628822327,5
post_197,comment_03,-1,Inquiry,0.4765610694885254,5
post_197,comment_04,-1,Inquiry,0.3967915773391723,5
post_197,comment_05,0,Inquiry,0.5051060318946838,5
post_197,comment_06,0,Forward,-0.0624605044722557,4
post_197,comment_07,0,Forward,0.1239496544003486,4
post_197,comment_08,0,Inquiry,0.346672922372818,5
post_198,comment_01,0,Criticism,0.3272908329963684,1
post_199,comment_01,0,Statement,0.1829265654087066,3
post_199,comment_02,1,Statement,0.4445999264717102,0
post_199,comment_03,0,Statement,0.3278900384902954,3
post_199,comment_04,1,Appreciation,0.2886838912963867,2
post_200,comment_01,1,Statement,0.1635537445545196,0
post_201,comment_01,1,Statement,0.3085858225822449,0
post_201,comment_02,0,Inquiry,0.6482144594192505,5
post_201,comment_03,1,Inquiry,0.4090600609779358,0
post_201,comment_04,1,Statement,0.3100786209106445,0
post_201,comment_05,0,Inquiry,0.5690786242485046,5
post_201,comment_06,-1,Inquiry,0.5750453472137451,5
post_201,comment_07,-1,Inquiry,0.438180148601532,5
post_201,comment_08,-1,Criticism,0.2771660089492798,1
post_202,comment_01,0,Forward,0.420795202255249,4
post_203,comment_01,-1,Criticism,0.1825753152370453,1
post_204,comment_01,-1,Inquiry,0.6540449261665344,5
post_205,comment_01,-1,Criticism,0.6265031099319458,1
post_205,comment_02,0,Inquiry,0.244636058807373,5
post_205,comment_03,-1,Criticism,0.1968809962272644,1
post_205,comment_04,-1,Inquiry,0.6095896363258362,5
post_205,comment_05,-1,Inquiry,0.5597625970840454,5
post_205,comment_06,1,Statement,0.2977812588214874,0
post_205,comment_07,-1,Inquiry,0.2194834649562835,5
post_206,comment_01,-1,Inquiry,0.4643548130989074,5
post_207,comment_01,-1,Criticism,0.4632317423820495,1
post_207,comment_02,-1,Inquiry,0.1339013874530792,5
post_208,comment_01,1,Statement,0.5777327418327332,0
post_209,comment_01,1,Statement,0.063225507736206,0
post_209,comment_02,0,Forward,0.0042856950312852,5
post_210,comment_01,-1,Criticism,0.2428894788026809,1
post_211,comment_01,-1,Forward,0.2035641074180603,4
post_211,comment_02,0,Forward,0.3578879535198211,4
post_212,comment_01,-1,Inquiry,0.4214996695518493,5
post_213,comment_01,0,Inquiry,0.5857201814651489,5
post_214,comment_01,-1,Criticism,0.4017337262630462,1
post_214,comment_02,0,Forward,0.1132564097642898,4
post_215,comment_01,0,Inquiry,0.1243917047977447,5
post_215,comment_02,0,Statement,0.0817979350686073,3
post_216,comment_01,1,Inquiry,0.1325066983699798,5
post_217,comment_01,-1,Criticism,0.2891950607299804,1
post_217,comment_02,-1,Criticism,0.1719927191734314,1
post_217,comment_03,-1,Criticism,0.2801162004470825,1
post_217,comment_04,-1,Criticism,0.2936135232448578,1
post_217,comment_05,-1,Statement,0.2443288564682006,3
post_217,comment_06,-1,Criticism,0.4313269555568695,1
post_217,comment_07,-1,Criticism,0.4611400961875915,1
post_217,comment_08,0,Appreciation,0.363367885351181,2
post_217,comment_09,0,Criticism,0.3021568655967712,1
post_217,comment_10,1,Statement,0.3167665600776672,0
post_217,comment_11,0,Criticism,0.3482004106044769,1
post_217,comment_12,0,Criticism,0.3596376180648803,1
post_217,comment_13,0,Statement,0.1351551413536071,3
post_217,comment_14,0,Forward,0.3152353167533874,4
post_218,comment_01,0,Inquiry,0.4181886911392212,5
post_218,comment_02,-1,Inquiry,0.2940876483917236,5
post_218,comment_03,0,Inquiry,0.5592060089111328,5
post_219,comment_01,-1,Forward,0.1954721212387085,4
post_220,comment_01,0,Inquiry,0.5361003875732422,0
post_220,comment_02,0,Forward,0.1111540049314498,4
post_220,comment_03,0,Forward,0.0711793005466461,4
post_220,comment_04,1,Inquiry,0.466871976852417,5
post_220,comment_05,0,Forward,0.0711793005466461,4
post_221,comment_01,1,Statement,0.4737982749938965,0
post_221,comment_02,-1,Criticism,0.4577245116233825,1
post_221,comment_03,0,Inquiry,0.5606138110160828,5
post_222,comment_01,1,Statement,0.1094372570514679,0
post_223,comment_01,0,Forward,0.0601219572126865,4
post_224,comment_01,-1,Criticism,0.2251889407634735,1
post_225,comment_01,-1,Criticism,0.1627643853425979,1
post_226,comment_01,0,Inquiry,0.3964707851409912,5
post_227,comment_01,-1,Criticism,0.3675315678119659,1
post_227,comment_02,1,Statement,0.1689253747463226,0
post_228,comment_01,0,Statement,0.2222550213336944,3
post_228,comment_02,1,Statement,0.0751416087150573,0
post_229,comment_01,1,Statement,0.2253500521183014,0
post_230,comment_01,-1,Criticism,0.3236212134361267,1
post_230,comment_02,-1,Inquiry,0.5628290772438049,5
post_230,comment_03,-1,Criticism,0.5096546411514282,1
post_230,comment_04,-1,Criticism,0.6253073215484619,1
post_230,comment_05,1,Criticism,0.5993525981903076,1
post_230,comment_06,-1,Criticism,0.5497385263442993,1
post_230,comment_07,-1,Criticism,0.0449737794697284,1
post_230,comment_08,-1,Criticism,0.1971895396709442,1
post_230,comment_09,0,Statement,0.3810772895812988,3
post_230,comment_10,-1,Criticism,0.6628644466400146,1
post_230,comment_11,0,Criticism,0.1364940702915191,1
post_230,comment_12,-1,Inquiry,0.6045162081718445,5
post_230,comment_13,-1,Criticism,0.422662615776062,1
post_230,comment_14,-1,Criticism,0.5714731812477112,1
post_230,comment_15,-1,Statement,0.2808278203010559,3
post_230,comment_16,-1,Criticism,0.5923885107040405,1
post_230,comment_17,0,Statement,0.4155261516571045,3
post_230,comment_18,-1,Statement,0.1431529521942138,3
post_230,comment_19,1,Appreciation,0.0103855021297931,2
post_230,comment_20,0,Forward,0.1457899808883667,4
post_230,comment_21,1,Statement,0.4480132162570953,0
post_231,comment_01,-1,Criticism,0.4190256893634796,1
post_231,comment_02,-1,Criticism,0.3422054648399353,1
post_232,comment_01,1,Statement,0.3988639116287231,0
post_232,comment_02,0,Criticism,0.4762414693832397,1
post_233,comment_01,-1,Criticism,0.2556943297386169,1
post_233,comment_02,1,Statement,0.3385087251663208,0
post_234,comment_01,-1,Criticism,0.3301864862442016,1
post_234,comment_02,-1,Criticism,0.4117954671382904,1
post_234,comment_03,-1,Criticism,0.1524286270141601,1
post_234,comment_04,-1,Criticism,0.2341016083955764,1
post_234,comment_05,-1,Inquiry,0.3995113968849182,5
post_234,comment_06,-1,Criticism,0.3746284246444702,1
post_234,comment_07,-1,Criticism,0.393264889717102,1
post_234,comment_08,-1,Criticism,0.3438894152641296,1
post_234,comment_09,0,Inquiry,0.4410049617290497,5
post_234,comment_10,-1,Criticism,0.0302180387079715,1
post_234,comment_11,1,Statement,0.1473451405763626,0
post_234,comment_12,-1,Inquiry,0.2179836183786392,5
post_234,comment_13,-1,Inquiry,0.1216774359345436,5
post_235,comment_01,-1,Criticism,0.4086173772811889,1
post_235,comment_02,1,Statement,0.3482871353626251,0
post_235,comment_03,-1,Statement,0.2139745354652404,3
post_236,comment_01,0,Criticism,0.4856311678886413,1
post_237,comment_01,-1,Inquiry,0.5389376878738403,5
post_237,comment_02,0,Forward,0.2261081039905548,4
post_237,comment_03,1,Inquiry,0.5810150504112244,5
post_237,comment_04,0,Forward,0.2261081039905548,4
post_237,comment_05,-1,Inquiry,0.479205459356308,5
post_238,comment_01,0,Criticism,0.3016542494297027,1
post_238,comment_02,-1,Statement,0.4660440385341644,1
post_238,comment_03,1,Appreciation,0.3959310054779053,2
post_238,comment_04,-1,Criticism,0.2761958837509155,1
post_239,comment_01,-1,Criticism,0.262387752532959,1
post_239,comment_02,-1,Statement,0.4402746260166168,3
post_239,comment_03,0,Statement,0.3219764232635498,3
post_240,comment_01,-1,Criticism,0.3833155333995819,1
post_241,comment_01,1,Statement,0.5311712026596069,0
post_242,comment_01,0,Forward,0.4297524988651275,5
post_243,comment_01,1,Statement,0.2187386751174926,0
post_243,comment_02,1,Forward,0.1985711008310318,4
post_243,comment_03,0,Forward,0.1038203760981559,4
post_244,comment_01,-1,Statement,0.1600197255611419,3
post_245,comment_01,-1,Criticism,0.6717742681503296,1
post_245,comment_02,-1,Inquiry,0.6025181412696838,5
post_245,comment_03,0,Forward,0.1380434930324554,4
post_245,comment_04,1,Criticism,0.6387544274330139,0
post_245,comment_05,0,Statement,0.1474111527204513,3
post_246,comment_01,1,Statement,0.2359718680381775,0
post_247,comment_01,-1,Criticism,0.5269898176193237,1
post_248,comment_01,-1,Inquiry,0.1466220766305923,5
post_248,comment_02,1,Criticism,0.108225978910923,1
post_248,comment_03,1,Appreciation,0.2468927949666977,2
post_248,comment_04,1,Statement,0.0435082577168941,0
post_248,comment_05,-1,Criticism,0.2309191077947616,1
post_248,comment_06,0,Statement,0.405202567577362,5
post_248,comment_07,-1,Statement,0.4626305103302002,1
post_248,comment_08,1,Statement,0.1737796068191528,0
post_248,comment_09,0,Statement,0.309852659702301,3
post_248,comment_10,1,Statement,0.2780846357345581,0
post_248,comment_11,1,Statement,0.4320590794086456,0
post_248,comment_12,1,Statement,0.2521271109580993,0
post_249,comment_01,0,Inquiry,0.1351170837879181,5
post_250,comment_01,-1,Statement,0.2786625623703003,1
post_250,comment_02,-1,Inquiry,0.1796785145998001,3
post_250,comment_03,-1,Statement,0.1400509923696518,3
post_250,comment_04,-1,Inquiry,0.0399342142045497,5
post_251,comment_01,0,Criticism,0.1696045696735382,1
post_251,comment_02,-1,Criticism,0.1434884369373321,1
post_251,comment_03,-1,Criticism,0.1826125532388687,1
post_251,comment_04,0,Forward,0.0378098860383033,4
post_252,comment_01,0,Forward,0.1413595527410507,4
post_252,comment_02,0,Forward,0.1413595527410507,4
post_252,comment_03,0,Forward,0.1413595527410507,4
post_252,comment_04,0,Forward,0.1413595527410507,4
post_253,comment_01,-1,Inquiry,0.525998592376709,5
post_253,comment_02,-1,Criticism,0.5890265703201294,1
post_253,comment_03,0,Inquiry,0.4123188853263855,5
post_254,comment_01,1,Statement,0.4706671833992004,0
post_254,comment_02,1,Statement,0.3942581117153168,0
post_254,comment_03,-1,Inquiry,0.1520601063966751,5
post_254,comment_04,0,Statement,-0.0472725816071033,3
post_254,comment_05,-1,Statement,0.3009911775588989,3
post_254,comment_06,0,Inquiry,0.5502790212631226,5
post_254,comment_07,1,Statement,0.106607973575592,0
post_254,comment_08,-1,Criticism,0.1182081848382949,1
post_254,comment_09,0,Statement,0.3606973886489868,3
post_254,comment_10,0,Statement,-0.0201136115938425,3
post_254,comment_11,0,Statement,0.3644691407680511,5
post_255,comment_01,0,Forward,0.0296419002115726,4
post_255,comment_02,0,Forward,0.0296419002115726,4
post_255,comment_03,0,Forward,0.0296419002115726,4
post_255,comment_04,-1,Criticism,0.2800301313400268,1
post_255,comment_05,-1,Criticism,0.3321615159511566,1
post_255,comment_06,-1,Inquiry,0.4486799836158752,1
post_255,comment_07,0,Criticism,0.4530104994773865,1
post_255,comment_08,-1,Inquiry,0.378349244594574,5
post_255,comment_09,-1,Inquiry,0.096425749361515,5
post_255,comment_10,0,Inquiry,0.6807187795639038,5
post_255,comment_11,0,Inquiry,0.5799336433410645,5
post_255,comment_12,0,Statement,0.235926553606987,3
post_255,comment_13,1,Inquiry,0.0560336932539939,0
post_255,comment_14,0,Forward,0.0732929334044456,4
post_255,comment_15,0,Forward,0.0014198329299688,4
post_255,comment_16,-1,Inquiry,-0.0768043920397758,5
post_255,comment_17,0,Forward,0.0296419002115726,4
post_255,comment_18,0,Statement,0.0178272072225809,3
post_255,comment_19,-1,Statement,0.045542262494564,3
post_255,comment_20,0,Statement,0.1327859759330749,3
post_255,comment_21,0,Forward,0.0296419002115726,4
post_255,comment_22,1,Statement,0.1700312197208404,0
post_255,comment_23,1,Forward,0.2845622897148132,4
post_255,comment_24,0,Inquiry,0.2119665145874023,5
post_255,comment_25,0,Statement,0.2371079325675964,3
post_255,comment_26,0,Statement,0.0888914912939071,3
post_255,comment_27,0,Forward,0.0296419002115726,4
post_256,comment_01,-1,Criticism,0.6254606246948242,1
post_256,comment_02,1,Statement,0.6151249408721924,0
post_256,comment_03,-1,Statement,0.4488401114940643,1
post_256,comment_04,0,Inquiry,0.4540255665779114,5
post_256,comment_05,-1,Statement,0.284060001373291,3
post_256,comment_06,1,Criticism,0.5328673124313354,0
post_256,comment_07,-1,Inquiry,0.4375856816768646,5
post_256,comment_08,0,Forward,0.6527429819107056,1
post_256,comment_09,1,Statement,0.0395838320255279,0
post_256,comment_10,-1,Statement,0.1445795595645904,3
post_256,comment_11,0,Forward,0.0249008815735578,4
post_256,comment_12,0,Forward,0.0249008815735578,4
post_256,comment_13,0,Forward,0.0858563929796218,4
post_256,comment_14,0,Forward,0.0249008815735578,4
post_256,comment_15,0,Forward,0.0249008815735578,4
post_257,comment_01,-1,Criticism,0.1986931562423706,1
post_258,comment_01,1,Statement,0.3020091652870178,0
post_259,comment_01,-1,Criticism,0.4091545939445495,1
post_259,comment_02,1,Criticism,0.2186001688241958,0
post_259,comment_03,-1,Inquiry,0.2852347493171692,5
post_259,comment_04,1,Statement,0.2752144038677215,0
post_259,comment_05,1,Statement,0.2598876059055328,0
post_259,comment_06,0,Forward,0.2881255447864532,5
post_259,comment_07,0,Statement,0.306148886680603,3
post_259,comment_08,0,Forward,0.2821589112281799,4
post_259,comment_09,0,Forward,0.2287464588880539,4
post_259,comment_10,-1,Forward,0.3075165152549743,4
post_259,comment_11,0,Forward,0.2124838978052139,4
post_259,comment_12,0,Forward,0.2403789758682251,5
post_259,comment_13,0,Forward,0.2287464439868927,4
post_260,comment_01,0,Statement,0.5941285490989685,0
post_261,comment_01,-1,Criticism,0.2818665504455566,1
post_262,comment_01,1,Criticism,0.425650954246521,1
post_262,comment_02,0,Criticism,0.420001745223999,1
post_262,comment_03,-1,Inquiry,0.2220816314220428,5
post_263,comment_01,1,Statement,0.3510298728942871,0
post_264,comment_01,-1,Inquiry,0.660016655921936,5
post_265,comment_01,-1,Inquiry,0.8092467188835144,5
post_265,comment_02,-1,Criticism,0.5067282915115356,1
post_265,comment_03,0,Statement,0.0206028409302234,3
post_265,comment_04,-1,Inquiry,0.6959172487258911,5
post_265,comment_05,0,Inquiry,0.2129883766174316,5
post_265,comment_06,-1,Inquiry,0.2475945353507995,5
post_265,comment_07,-1,Inquiry,-0.0016592610627412,5
post_265,comment_08,1,Criticism,0.6188199520111084,0
post_265,comment_09,1,Appreciation,0.3512219786643982,2
post_265,comment_10,0,Inquiry,0.1408267766237259,5
post_265,comment_11,-1,Inquiry,0.026504622772336,5
post_265,comment_12,1,Statement,0.5734792351722717,0
post_265,comment_13,0,Inquiry,0.6668359637260437,5
post_265,comment_14,0,Statement,0.6437938213348389,0
post_265,comment_15,0,Statement,0.0767869651317596,3
post_265,comment_16,0,Statement,0.1126879155635833,3
post_266,comment_01,-1,Statement,0.554676353931427,3
post_266,comment_02,0,Forward,0.1448029279708862,4
post_266,comment_03,1,Criticism,0.3321764469146728,0
post_267,comment_01,1,Appreciation,0.3640173077583313,2
post_267,comment_02,1,Statement,0.3850383758544922,0
post_267,comment_03,0,Forward,0.203513890504837,4
post_267,comment_04,0,Forward,0.203513890504837,4
post_268,comment_01,1,Criticism,0.5197756886482239,0
post_268,comment_02,1,Criticism,0.2672646641731262,0
post_268,comment_03,-1,Criticism,0.3822580277919769,1
post_268,comment_04,1,Appreciation,0.4092989861965179,2
post_268,comment_05,0,Forward,0.0300348475575447,4
post_268,comment_06,0,Statement,0.0813080072402954,3
post_268,comment_07,0,Statement,0.0790668129920959,3
post_268,comment_08,0,Forward,0.0300348009914159,4
post_269,comment_01,0,Statement,0.2402590215206146,3
post_269,comment_02,-1,Inquiry,0.2274428009986877,5
post_270,comment_01,1,Criticism,0.0817901045083999,1
post_270,comment_02,1,Appreciation,0.2072906196117401,2
post_271,comment_01,1,Statement,0.2899863719940185,0
post_271,comment_02,0,Inquiry,0.4449135959148407,5
post_271,comment_03,0,Forward,0.5477464199066162,1
post_271,comment_04,0,Forward,-0.1363887041807174,4
post_272,comment_01,0,Forward,0.2270851731300354,4
post_272,comment_02,0,Forward,0.2151032090187072,4
post_272,comment_03,0,Forward,0.2468581348657608,4
post_272,comment_04,0,Forward,0.2468581348657608,4
post_272,comment_05,-1,Criticism,0.4385786652565002,1
post_273,comment_01,0,Inquiry,0.3343996703624725,5
post_274,comment_01,-1,Criticism,0.37503582239151,1
post_274,comment_02,1,Statement,0.5126845836639404,0
post_275,comment_01,-1,Inquiry,0.3267531991004944,5
post_276,comment_01,0,Statement,0.2779061794281006,3
post_277,comment_01,0,Inquiry,0.5076985955238342,5
post_278,comment_01,1,Appreciation,0.2482098788022995,2
post_279,comment_01,-1,Criticism,0.2009603977203369,1
post_279,comment_02,-1,Statement,0.2798227369785309,3
post_280,comment_01,0,Criticism,0.0661593973636627,1
post_280,comment_02,0,Forward,0.1204522922635078,5
post_280,comment_03,0,Statement,0.1121337711811065,3
post_280,comment_04,0,Inquiry,0.1820825338363647,5
post_280,comment_05,1,Statement,0.0985417738556861,0
post_281,comment_01,0,Inquiry,0.1723930388689041,5
post_282,comment_01,-1,Criticism,0.298150360584259,1
post_283,comment_01,0,Forward,0.0571645870804786,4
post_283,comment_02,1,Statement,0.5179211497306824,0
post_284,comment_01,-1,Criticism,0.3692108690738678,1
post_284,comment_02,-1,Criticism,0.4588567018508911,1
post_284,comment_03,-1,Criticism,0.22165247797966,1
post_285,comment_01,0,Forward,0.4759125113487243,4
post_285,comment_02,1,Appreciation,0.4157980680465698,2
post_285,comment_03,-1,Statement,0.115296870470047,3
post_285,comment_04,1,Appreciation,0.467915803194046,2
post_285,comment_05,1,Statement,0.6096563339233398,0
post_285,comment_06,0,Statement,0.5323784351348877,0
post_285,comment_07,1,Appreciation,0.4179262518882751,2
post_285,comment_08,1,Appreciation,0.5379531383514404,2
post_285,comment_09,0,Statement,0.1280422359704971,3
post_285,comment_10,0,Statement,0.2414467930793762,3
post_285,comment_11,1,Appreciation,0.3597462177276611,0
post_286,comment_01,0,Statement,0.566192626953125,0
post_287,comment_01,-1,Criticism,0.5303100943565369,1
post_288,comment_01,-1,Statement,0.539638340473175,3
post_288,comment_02,-1,Criticism,0.572789192199707,1
post_288,comment_03,-1,Criticism,0.40413898229599,1
post_288,comment_04,-1,Criticism,0.2618549168109894,1
post_288,comment_05,0,Statement,0.3694297075271606,0
post_288,comment_06,0,Statement,0.4898149073123932,0
post_288,comment_07,-1,Criticism,0.5241035223007202,1
post_288,comment_08,1,Statement,0.3944856524467468,0
post_288,comment_09,0,Criticism,0.2525752186775207,1
post_288,comment_10,-1,Statement,0.1145462095737457,1
post_288,comment_11,0,Forward,0.1349111050367355,4
post_288,comment_12,-1,Statement,0.2047688066959381,3
post_288,comment_13,0,Forward,0.1349110901355743,4
post_288,comment_14,0,Forward,0.1349110901355743,4
